Status,Company,Notes,created,Client,GL Check,Code Match,Type,GL Code,BOL,Reference,Direction,Item Code,Suggested Prod Code,InvItem.ID,Item,PO#,MO#,Invoice ID,Rex BOL,PRO#,Carrier,Ref#,BillTo Code,CRInvAdd.BilltID,BillTo Comp,BillTo Add1,BillTo City,BillTo State,BillTo Zip,Shipr Code,Shipr ID,Shipr Name,Shipr Add1,Shipr City,Shipr Stat,Shipr Zip,Consg Code,CRInvAdd.ConsgID,Consg Name,Consg Add1,Consg City,Consg Stat,Consg Zip,Invoice,createddate,uniqueid
Max Length = 500,"Mandatory, Max Length = 20 ",Max Length = 500,Mandatory,"Mandatory, Max Length = 30",Max Length = 4,Max Length = 4,Max Length = 3,Max Length = 50,"Mandatory, Max Length = 50",Max Length = 100,Max Length = 500,Max Length = 10,Max Length = 50,Mandatory,Max Length = 150,Max Length = 50,Max Length = 4,Mandatory,Max Length = 15,Max Length = 50,Max Length = 100,Max Length = 50,Max Length = 15,,Max Length = 100,Max Length = 250,Max Length = 50,Max Length = 5,Max Length = 10,Max Length = 10,,Max Length = 8000,Max Length = 8000,Max Length = 50,Max Length = 5,Max Length = 10,Max Length = 10,,Max Length = 8000,Max Length = 8000,Max Length = 50,Max Length = 5,Max Length = 10,Mandatory,Mandatory,Mandatory
